SELECIONAR;DATA;Inicio;Fim;Supervisor;Encarregado;Equipe;Projeto;Observação;Titulo;Município;Prioridade;Etapa;Descrição PES;Descrição do Serviço;Pontos/Vãos;;;CAVA EM ROCHA;;;;;;;;;;;;;;EST. DUPLA LV;Nº FASES;;;ANALISAR PRODUÇÃO?;;;;;;;;Observações Equipe GPM;ANÁLISE REALIZADA?;Motivo da não conclusão;PROJETO;Observações;;;;Descrição Atividades;;Motivo Indisponibilidade;Pontos Disponíveis (GPM);Unidade Plan;% Chuva;Prev. Descrição;Máscara & Obra & Ponto;;Máscara e Obra;Equipe & Data;;;;;;;;;;Acesso;Alojamento;Materiais;Entrega na Obra;
;21/09/2026 - segunda-feira;;;BARTOLOMEU;;EH156;B-1233638;P2, P4;;COCOS;;ESCAVAÇÃO/IMPLANTAÇÃO;;P2 - [CONCLUSÃO] CAVA NORMAL EM SOLO COMUM - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] INSTALAR EST CRUZ DUPLA 2 ANCORAGENS - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] DISTRIBUIÇÃO DE POSTES - Qtd: 1 - Hr. Prev: 00:15 | P4 - [CONCLUSÃO] CAVA NORMAL EM SOLO COMUM - Qtd: 1 - Hr. Prev: 00:15 | P4 - [CONCLUSÃO] FUNDACAO ESPECIAL POSTE OU ESTAI - Qtd: 1 - Hr. Prev: 00:15 | P4 - [CONCLUSÃO] INSTALAR EST CRUZ SIMP ISOL PINO/PILAR - Qtd: 1 - Hr. Prev: 00:15 | P4 - [CONCLUSÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P4 - [CONCLUSÃO] DISTRIBUIÇÃO DE POSTES - Qtd: 1 - Hr. Prev: 00:15;;;;;;5;;4;;;;;;;;;;;;;;NÃO;R$ 0,00;R$ 0.00;0,00%;R$ 0,00;0%;R$ 4442.00;0.0%;;;;;;;;;;;;;BOM JESUS DA LAPA;;;;;;EH156_21092026;00:15:00;00:30:00;00:15:00;02:15:00;03:15:00;0.0%;;;;;;;;;
