SELECIONAR;DATA;Inicio;Fim;Supervisor;Encarregado;Equipe;Projeto;Observação;Titulo;Município;Prioridade;Etapa;Descrição PES;Descrição do Serviço;Pontos/Vãos;;;CAVA EM ROCHA;;;;;;;;;;;;;;EST. DUPLA LV;Nº FASES;;;ANALISAR PRODUÇÃO?;;;;;;;;Observações Equipe GPM;ANÁLISE REALIZADA?;Motivo da não conclusão;PROJETO;Observações;;;;Descrição Atividades;;Motivo Indisponibilidade;Pontos Disponíveis (GPM);Unidade Plan;% Chuva;Prev. Descrição;Máscara & Obra & Ponto;;Máscara e Obra;Equipe & Data;;;;;;;;;;Acesso;Alojamento;Materiais;Entrega na Obra;
;10/09/2026 - quinta-feira;;;BARTOLOMEU;;EH156;B-1219331;P1, P2, P3;;JABORANDI;;IMPLANTAÇÃO;;P1 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P2 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 1 - Hr. Prev: 00:15 | P3 - [LANÇAMENTO DE CABO] LANÇAMENTO DE CABO MULTIPLEXADO - Qtd: 100 - Hr. Prev: 00:20;;;;;;1;;1;;100;;;;;;;;;;;;NÃO;R$ 0,00;R$ 890,00;0,00%;R$ 0,00;0%;R$ 4.442,00;20.0%;;;;;;;;;;;;;BOM JESUS DA LAPA;;;;;;EH156_10092026;00:15:00;00:30:00;00:15:00;00:50:00;01:50:00;20.0%;;;;;;;;;
