SELECIONAR;DATA;Inicio;Fim;Supervisor;Encarregado;Equipe;Projeto;Observação;Titulo;Município;Prioridade;Etapa;Descrição PES;Descrição do Serviço;Pontos/Vãos;;;CAVA EM ROCHA;;;;;;;;;;;;;;EST. DUPLA LV;Nº FASES;;;ANALISAR PRODUÇÃO?;;;;;;;;Observações Equipe GPM;ANÁLISE REALIZADA?;Motivo da não conclusão;PROJETO;Observações;;;;Descrição Atividades;;Motivo Indisponibilidade;Pontos Disponíveis (GPM);Unidade Plan;% Chuva;Prev. Descrição;Máscara & Obra & Ponto;;Máscara e Obra;Equipe & Data;;;;;;;;;;Acesso;Alojamento;Materiais;Entrega na Obra;
;22/09/2026 - terça-feira;;;BARTOLOMEU;;EH156;B-1174927;P1, P2, P3, P4, P5;;SÃO FÉLIX DO CORIBE;;ACABAMENTO, ATENDIMENTO A OC, ATIVIDADE LV, ATIVIDADE LV/EQUIPAMENTO, CONCLUSÃO, DESATIVAÇÃO DE REDE, DESLIGAMENTO, DESLIGAMENTO/CONCLUSÃO, DESLOCAMENTO, DOMINGO/FERIADO, EQUIPE PARADA, ESCAVAÇÃO, ESCAVAÇÃO/IMPLANTAÇÃO, ESCAVAÇÃO/IMPLANTAÇÃO/LANÇAMENTO, ESTRUTURA, FOLGA, IMPLANTAÇÃO, IMPLANTAÇÃO, 2 - ESTRUTURA, 3 - LANÇAMENTO DE CABO, 4 - DESLIGAMENTO, 5 - CONCLUSÃO, IMPLANTAÇÃO/LANÇAMENTO, INSTALAÇÃO/EQUIPAMENTO, LANÇAMENTO DE CABO, PLANO DE MANUTENÇÃO, PODA, PREPARAÇÃO DESLIGAMENTO;;P1 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 101 - Hr. Prev: 00:15 | P1 - [ESTRUTURA] INSTALAR CHAVE FUSIVEL - Qtd: 6 - Hr. Prev: 00:15 | P1 - [LANÇAMENTO DE CABO] LANÇAMENTO DE CABO MULTIPLEXADO - Qtd: 13.3 - Hr. Prev: 00:05 | P1 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 6.2 - Hr. Prev: 00:15 | P1 - [IMPLANTAÇÃO] INSTALAR ESTAI EM SOLO - Qtd: 1 - Hr. Prev: 00:12 | P2 - [LANÇAMENTO DE CABO] LANÇAMENTO DE CABO MULTIPLEXADO - Qtd: 6 - Hr. Prev: 00:05 | P2 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 36 - Hr. Prev: 00:15 | P2 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 4 - Hr. Prev: 00:15 | P2 - [IMPLANTAÇÃO] INSTALAR ESTAI EM SOLO - Qtd: 2 - Hr. Prev: 00:12 | P3 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P3 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 5 - Hr. Prev: 00:15 | P4 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 88 - Hr. Prev: 00:15 | P4 - [LANÇAMENTO DE CABO] LANÇAMENTO DE CABO MULTIPLEXADO - Qtd: 13.5 - Hr. Prev: 00:05 | P4 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 4 - Hr. Prev: 00:15 | P4 - [IMPLANTAÇÃO] INSTALAR ESTAI EM SOLO - Qtd: 1 - Hr. Prev: 00:12 | P5 - [LANÇAMENTO DE CABO] LANÇAMENTO DE CABO MULTIPLEXADO - Qtd: 9.3 - Hr. Prev: 00:05 | P5 - [IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 6.2 - Hr. Prev: 00:15 | P5 - [ESTRUTURA] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 122 - Hr. Prev: 00:15 | P5 - [IMPLANTAÇÃO] INSTALAR ESTAI EM SOLO - Qtd: 18 - Hr. Prev: 00:12;;;;;;21.4;;380;;42.1;;;;;;;;;;;;NÃO;R$ 0,00;R$ 3080.00;0,00%;R$ 0,00;0%;R$ 4442.00;69.3%;;;;;;;;;;;;;BOM JESUS DA LAPA;;;;;;EH156_22092026;00:15:00;00:30:00;00:15:00;03:53:00;04:53:00;69.3%;;;;;;;;;
