SELECIONAR;DATA;Inicio;Fim;Supervisor;Encarregado;Equipe;Projeto;Observação;Titulo;Município;Prioridade;Etapa;Descrição PES;Descrição do Serviço;Pontos/Vãos;;;CAVA EM ROCHA;;;;;;;;;;;;;;EST. DUPLA LV;Nº FASES;;;ANALISAR PRODUÇÃO?;;;;;;;;Observações Equipe GPM;ANÁLISE REALIZADA?;Motivo da não conclusão;PROJETO;Observações;;;;Descrição Atividades;;Motivo Indisponibilidade;Pontos Disponíveis (GPM);Unidade Plan;% Chuva;Prev. Descrição;Máscara & Obra & Ponto;;Máscara e Obra;Equipe & Data;;;;;;;;;;Acesso;Alojamento;Materiais;Entrega na Obra;
;17/08/2026 - segunda-feira;;;BARTOLOMEU;;EH156;B-1105776;P1, P2, P3;;CORRENTINA;;IMPLANTAÇÃO;;P1 - [CONCLUSÃO] TENSIONAR CONDUTOR LV - Qtd: 1 - Hr. Prev: 00:15 | P1 - [CONCLUSÃO] INSTALAR/RETIRAR COBERTURA PROVISORIA LV - Qtd: 3 - Hr. Prev: 00:45 | P1 - [CONCLUSÃO] INSTALAR ISOLADOR BASTAO/DISCO LV - Qtd: 3 - Hr. Prev: 00:45 | P1 - [CONCLUSÃO] INSTALAR PINO COM ISOLADOR LV - Qtd: 3 - Hr. Prev: 00:45 | P2 - [CONCLUSÃO] CAVA NORMAL EM SOLO COMUM - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] FUNDACAO ESPECIAL POSTE OU ESTAI - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] INSTALAR EST CRUZ DUPLA 1 ANCORAGEM - Qtd: 2 - Hr. Prev: 00:30 | P2 - [CONCLUSÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P2 - [CONCLUSÃO] DISTRIBUIÇÃO DE POSTES - Qtd: 1 - Hr. Prev: 00:15 | P3 - [CONCLUSÃO] CAVA NORMAL EM SOLO COMUM - Qtd: 1 - Hr. Prev: 00:15 | P3 - [CONCLUSÃO] INSTALAR EST CRUZ SIMP ISOL PINO/PILAR - Qtd: 1 - Hr. Prev: 00:15 | P3 - [CONCLUSÃO] INSTALAR POSTE 9 A 14 METROS - Qtd: 1 - Hr. Prev: 00:15 | P3 - [CONCLUSÃO] DISTRIBUIÇÃO DE POSTES - Qtd: 1 - Hr. Prev: 00:15;;;;;;5;;14;;1;;;;;;;;;;;;NÃO;R$ 0,00;R$ 0.00;0,00%;R$ 0,00;0%;R$ 4442.00;0.0%;;;;;;;;;;;;;BOM JESUS DA LAPA;;;;;;EH156_17082026;00:15:00;00:30:00;00:15:00;05:00:00;06:00:00;0.0%;;;;;;;;;
