SELECIONAR;DATA;ANO;MÊS;SUPERVISOR;GERENTE;EQUIPE;PROJETO;TÍTULO DA OBRA;PRIORIDADE;MUNICÍPIO;SITUAÇÃO;ETAPA;TIPO_OBRA;COMPILADO_PONTOS_ATIVIDADES
FALSE;16/08/2026;;;BARTOLOMEU;;EH156;B-1219331;;;JABORANDI;;1 - IMPLANTAÇÃO;;"P1 - [1 - IMPLANTAÇÃO] INSTALAR POSTE 9 A 14 METROS - Qtd Prev: 1 - Qtd Prog: 1 - Hr. Prev: 00:15"
