"","0","2","2","100%","0%, 100%, 100%, 100%","fev./25, dez./24, nov./24, jul./24","-","-","27/11/2024","27/11/2024","CONCLUÍDA","B-1108931","RR-CIND-ROD-BA-463-RURAL","SÃO DESIDÉRIO","OUTROS","","R$ 7.059,66","1","0","1","0","3","1","0","100%","","","","","0","0","","","R$ 111.605,20","R$ 7.059,66","","","R$ 27.774,94","FINALIZADA CICLOS ANTERIORES","27774,94","R$ 0,00","Projeto depende da obra X-0890544 que está remanejado pra outra empresa","OBRA APTA // DESATIVAR A REDE ANTIGA DEPENDE DO PROJETO B-089544","31/10/2024","04/02/2025","-12,636990","-45,080624","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","0","2","2","100%","50%, 10%","nov./24, out./24","-","-","04/11/2024","29/11/2024","CONCLUÍDA/UNITIZADA","B-1111384","ER-CCOL-ET-ANGICAL 4-RURAL","ANGICAL","REPUTACIONAL","","R$ 141.475,99","51","7","58","0","57","57","1","98%","","","","","0","0","","","R$ 128.275,51","R$ 141.475,99","","","","#N/A","","R$ 0,00","","","","","","","27/02/2025 13:10 - Entrada na Carteira-Planejador","","7.1.1.5","SIM","NÃO","NÃO","SIM","NÃO","BARREIRAS","","SIM","",""
"","0","2","2","100%","100%, 100%, 100%, 50%","nov./24, out./24, set./24, ago./24","-","-","16/10/2024","30/11/2024","CONCLUÍDA/UNITIZADA","B-1033760","RR-CIND-POV MACAMBIRA-RURAL","COTEGIPE","RECLAMAÇÃO REITERADA","","R$ 227.459,43","107","6","113","0","92","115","-2","102%","","","","","0","0","","","R$ 226.317,91","R$ 227.459,43","","","","#N/A","","R$ 0,00","","","","","","","27/02/2025 13:10 - Entrada na Carteira-Planejador","","7.1.2.5","SIM","NÃO","NÃO","SIM","NÃO","BARREIRAS","","SIM","",""
"","2","2","2","100%","100%","dez./24 ","-","-","04/12/2024","04/12/2024","CONCLUÍDA/UNITIZADA","B-1151459","ER - CIND - POV ENTROCAMENTO - RURAL","RIACHÃO DAS NEVES","QLP","","R$ 7.957,57","1","1","2","0","2","2","0","100%","","","","","0","0","","","R$ 8.922,54","R$ 7.957,57","","","R$ 8.727,32","FINALIZADA CICLOS ANTERIORES","8727,32","R$ 0,00","","OBRA APTA","10/10/2024","04/12/2024","-11,364178","-44,896306","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%","dez./24, nov./24","-","-","04/12/2024","04/12/2024","CONCLUÍDA/UNITIZADA","B-1140106","AC-PREF-RUA-ITABUNA-SANTA CRUZ","LUIS EDUARDO MAGALHÃES","PRIORIDADE PLANO ANEEL","","R$ 5.553,70","1","1","2","0","1","","2","0%","","","","","0","0","","","R$ 3.998,30","R$ 5.553,70","","","R$ 5.617,01","FINALIZADA CICLOS ANTERIORES","5617,01","R$ 0,00","","OBRA APTA // FAZER CORREÇÃO NA CALÇADA. VER ENSAIO O TR. OBRA EM UMA ESCOLA.","20/08/2024","02/12/2024","-12,106614","-45,803032","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.1.5","SIM","NÃO","NÃO","SIM","NÃO","BARREIRAS","","SIM","",""
"","2","2","2","100%","100%","dez./24 ","-","-","05/12/2024","05/12/2024","CONCLUÍDA/UNITIZADA","B-1153337","ER-CIND-POV-PEQUI GALILEIA-RURAL","RIACHÃO DAS NEVES","QLP","","R$ 3.774,45","1","6","7","0","1","1","6","14%","","","","","0","0","","","R$ 1.940,13","R$ 3.774,45","","","R$ 4.298,89","FINALIZADA CICLOS ANTERIORES","4298,89","R$ 0,00","","OBRA APTA","09/10/2024","05/12/2024","-11,542289","-45,075429","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%, 100%","dez./24, nov./24, out./24","-","-","03/12/2024","05/12/2024","CONCLUÍDA/UNITIZADA","B-1112440","RC-CIND-POV-GARGANTA-RURAL","FORMOSA DO RIO PRETO","AL/MELHORAMENTO","","R$ 1.328,07","0","0","0","0","0","","0","0%","","","","","0","0","","","R$ 870,34","R$ 1.328,07","","","R$ 1.174,68","FINALIZADA CICLOS ANTERIORES","1174,68","R$ 0,00","","OBRA APTA //  SEM ACESSO PERIODO DE CHUVA","26/08/2024","05/12/2024","-11,463082","-46,523956","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.3.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%","dez./24, nov./24","-","-","05/12/2024","06/12/2024","CONCLUÍDA","B-1139995","IT-GRUA-RUA DAS ACACIAS 64-JARDIM DAS AC","LUIS EDUARDO MAGALHÃES","TRANSGRESSÃO","","R$ 8.961,56","2","0","2","0","2","2","0","100%","","","","","0","0","","","R$ 7.134,05","R$ 8.961,56","","","R$ 12.406,86","FINALIZADA CICLOS ANTERIORES","12406,86","R$ 0,00","","OBRA APTA","10/10/2024","06/12/2024","-12,077749","-45,765249","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.1.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%, 100%, 100%, 100%","dez./24, nov./24, out./24, set./24","-","-","29/11/2024","06/12/2024","CONCLUÍDA/UNITIZADA","B-1140895","AC-CIND-POV-PERDIZ-PERDIZ","SÃO DESIDÉRIO","QLP","","R$ 9.878,58","1","0","1","0","1","1","0","100%","","","","","0","0","","","R$ 36.510,19","R$ 9.878,58","","","R$ 9.552,62","FINALIZADA CICLOS ANTERIORES","9552,62","R$ 0,00","","OBRA APTA // ACESSO BOM","14/08/2024","08/12/2024","-12,438760","-45,334097","31/01/2025 19:05 - Entrada na Carteira-Planejador","","7.1.2.5","NÃO","NÃO","NÃO","SIM","NÃO","BARREIRAS","","","",""
"","2","2","2","100%","100%","dez./24 ","-","-","03/12/2024","06/12/2024","CONCLUÍDA/UNITIZADA","B-1170498","FVU-RELIGADOR-RDN-09W2-N15771","LUIS EDUARDO MAGALHÃES","EQUIPAMENTO","","R$ 9.583,36","0","0","0","0","0","0","0","0%","","","","","0","0","","","R$ 33.335,58","R$ 9.583,36","","","R$ 4.681,29","FINALIZADA CICLOS ANTERIORES","4681,29","R$ 0,00","","SEM CAD // ACESSO BOM AO LOCAL DA OBRA","18/11/2024","07/12/2024","-11,063368","-45,189714","31/01/2025 19:05 - Entrada na Carteira-Planejador","","8.4.1.5","-","-","-","-","-","BARREIRAS","","","",""
